Created Date,Event Code,registration_count,cumulative_registrations,Event date,Target audience,Days until event,promotional_spike
2021-11-12,D21,13,291,2021-12-09,IT Managers,27,0
2021-11-13,D21,1,292,2021-12-09,IT Managers,26,0
2021-11-15,D21,19,311,2021-12-09,IT Managers,24,0
2021-11-16,D21,7,318,2021-12-09,IT Managers,23,0
2021-11-17,D21,15,333,2021-12-09,IT Managers,22,0
2021-11-18,D21,11,344,2021-12-09,IT Managers,21,0
2021-11-19,D21,5,349,2021-12-09,IT Managers,20,0
2021-11-22,D21,32,381,2021-12-09,IT Managers,17,0
2021-11-23,D21,11,392,2021-12-09,IT Managers,16,0
2021-11-24,D21,17,409,2021-12-09,IT Managers,15,0
2021-11-25,D21,14,423,2021-12-09,IT Managers,14,0
2021-11-26,D21,9,432,2021-12-09,IT Managers,13,0
2021-11-28,D21,1,433,2021-12-09,IT Managers,11,0
2021-11-29,D21,11,444,2021-12-09,IT Managers,10,0
2021-11-30,D21,35,479,2021-12-09,IT Managers,9,0
2021-12-01,D21,12,491,2021-12-09,IT Managers,8,0
2021-12-02,D21,29,520,2021-12-09,IT Managers,7,0
2021-12-03,D21,17,537,2021-12-09,IT Managers,6,0
2021-12-04,D21,1,538,2021-12-09,IT Managers,5,0
2021-12-06,D21,68,606,2021-12-09,IT Managers,3,1
2021-12-07,D21,23,629,2021-12-09,IT Managers,2,0
2021-12-08,D21,25,654,2021-12-09,IT Managers,1,0
2021-12-09,D21,15,669,2021-12-09,IT Managers,0,0
2022-03-16,SRM22,70,70,2022-06-15,Education Managers,91,1
2022-03-17,SRM22,30,100,2022-06-15,Education Managers,90,0
2022-03-18,SRM22,37,137,2022-06-15,Education Managers,89,0
2022-03-19,SRM22,3,140,2022-06-15,Education Managers,88,0
2022-03-20,SRM22,1,141,2022-06-15,Education Managers,87,0
2022-03-21,SRM22,15,156,2022-06-15,Education Managers,86,0
2022-03-22,SRM22,4,160,2022-06-15,Education Managers,85,0
2022-03-23,SRM22,2,162,2022-06-15,Education Managers,84,0
2022-03-24,SRM22,157,319,2022-06-15,Education Managers,83,1
2022-03-25,SRM22,14,333,2022-06-15,Education Managers,82,0
2022-03-26,SRM22,4,337,2022-06-15,Education Managers,81,0
2022-03-27,SRM22,1,338,2022-06-15,Education Managers,80,0
2022-03-28,SRM22,23,361,2022-06-15,Education Managers,79,0
2022-03-29,SRM22,10,371,2022-06-15,Education Managers,78,0
2022-03-30,SRM22,8,379,2022-06-15,Education Managers,77,0
2022-03-31,SRM22,1,380,2022-06-15,Education Managers,76,0
2022-04-01,SRM22,2,382,2022-06-15,Education Managers,75,0
2022-04-04,SRM22,8,390,2022-06-15,Education Managers,72,0
2022-04-05,SRM22,3,393,2022-06-15,Education Managers,71,0
2022-04-06,SRM22,5,398,2022-06-15,Education Managers,70,0
2022-04-08,SRM22,5,403,2022-06-15,Education Managers,68,0
2022-04-12,SRM22,3,406,2022-06-15,Education Managers,64,0
2022-04-13,SRM22,3,409,2022-06-15,Education Managers,63,0
2022-04-14,SRM22,2,411,2022-06-15,Education Managers,62,0
2022-04-16,SRM22,1,412,2022-06-15,Education Managers,60,0
2022-04-19,SRM22,3,415,2022-06-15,Education Managers,57,0
2022-04-21,SRM22,9,424,2022-06-15,Education Managers,55,0
2022-04-24,SRM22,1,425,2022-06-15,Education Managers,52,0
2022-04-25,SRM22,2,427,2022-06-15,Education Managers,51,0
2022-04-26,SRM22,3,430,2022-06-15,Education Managers,50,0
2022-04-27,SRM22,3,433,2022-06-15,Education Managers,49,0
2022-04-28,SRM22,4,437,2022-06-15,Education Managers,48,0
2022-04-29,SRM22,48,485,2022-06-15,Education Managers,47,1
2022-05-01,SRM22,1,486,2022-06-15,Education Managers,45,0
2022-05-02,SRM22,2,488,2022-06-15,Education Managers,44,0
2022-05-03,SRM22,13,501,2022-06-15,Education Managers,43,0
2022-05-04,SRM22,7,508,2022-06-15,Education Managers,42,0
2022-05-05,SRM22,52,560,2022-06-15,Education Managers,41,1
2022-05-06,SRM22,15,575,2022-06-15,Education Managers,40,0
2022-05-08,SRM22,3,578,2022-06-15,Education Managers,38,0
2022-05-09,SRM22,14,592,2022-06-15,Education Managers,37,0
2022-05-10,SRM22,5,597,2022-06-15,Education Managers,36,0
2022-05-11,SRM22,6,603,2022-06-15,Education Managers,35,0
2022-05-12,SRM22,3,606,2022-06-15,Education Managers,34,0
2022-05-13,SRM22,2,608,2022-06-15,Education Managers,33,0
2022-05-15,SRM22,1,609,2022-06-15,Education Managers,31,0
2022-05-16,SRM22,5,614,2022-06-15,Education Managers,30,0
2022-05-17,SRM22,5,619,2022-06-15,Education Managers,29,0
2022-05-18,SRM22,6,625,2022-06-15,Education Managers,28,0
2022-05-19,SRM22,2,627,2022-06-15,Education Managers,27,0
2022-05-20,SRM22,1,628,2022-06-15,Education Managers,26,0
2022-05-21,SRM22,1,629,2022-06-15,Education Managers,25,0
2022-05-22,SRM22,1,630,2022-06-15,Education Managers,24,0
2022-05-23,SRM22,1,631,2022-06-15,Education Managers,23,0
2022-05-24,SRM22,2,633,2022-06-15,Education Managers,22,0
2022-05-25,SRM22,2,635,2022-06-15,Education Managers,21,0
2022-05-26,SRM22,76,711,2022-06-15,Education Managers,20,1
2022-05-27,SRM22,35,746,2022-06-15,Education Managers,19,0
2022-05-30,SRM22,12,758,2022-06-15,Education Managers,16,0
2022-05-31,SRM22,32,790,2022-06-15,Education Managers,15,0
2022-06-01,SRM22,1,791,2022-06-15,Education Managers,14,0
2022-06-02,SRM22,1,792,2022-06-15,Education Managers,13,0
2022-06-04,SRM22,1,793,2022-06-15,Education Managers,11,0
2022-06-05,SRM22,1,794,2022-06-15,Education Managers,10,0
2022-06-06,SRM22,14,808,2022-06-15,Education Managers,9,0
2022-06-07,SRM22,30,838,2022-06-15,Education Managers,8,0
2022-06-08,SRM22,22,860,2022-06-15,Education Managers,7,0
2022-06-09,SRM22,10,870,2022-06-15,Education Managers,6,0
2022-06-10,SRM22,35,905,2022-06-15,Education Managers,5,0
2022-06-11,SRM22,3,908,2022-06-15,Education Managers,4,0
2022-06-13,SRM22,16,924,2022-06-15,Education Managers,2,0
2022-06-14,SRM22,12,936,2022-06-15,Education Managers,1,0
2022-06-15,SRM22,4,940,2022-06-15,Education Managers,0,0
2023-01-30,SRM23,1,1,2023-06-08,Education Managers,129,0
2023-02-17,SRM23,1,2,2023-06-08,Education Managers,111,0
2023-02-24,SRM23,3,5,2023-06-08,Education Managers,104,0
2023-02-27,SRM23,30,35,2023-06-08,Education Managers,101,0
2023-02-28,SRM23,3,38,2023-06-08,Education Managers,100,0
2023-03-01,SRM23,1,39,2023-06-08,Education Managers,99,0
2023-03-02,SRM23,92,131,2023-06-08,Education Managers,98,1
2023-03-03,SRM23,33,164,2023-06-08,Education Managers,97,0
2023-03-04,SRM23,2,166,2023-06-08,Education Managers,96,0
2023-03-05,SRM23,2,168,2023-06-08,Education Managers,95,0
2023-03-06,SRM23,15,183,2023-06-08,Education Managers,94,0
2023-03-07,SRM23,26,209,2023-06-08,Education Managers,93,0
2023-03-08,SRM23,6,215,2023-06-08,Education Managers,92,0
2023-03-09,SRM23,9,224,2023-06-08,Education Managers,91,0
2023-03-10,SRM23,4,228,2023-06-08,Education Managers,90,0
2023-03-11,SRM23,2,230,2023-06-08,Education Managers,89,0
2023-03-12,SRM23,3,233,2023-06-08,Education Managers,88,0
2023-03-13,SRM23,3,236,2023-06-08,Education Managers,87,0
2023-03-14,SRM23,5,241,2023-06-08,Education Managers,86,0
2023-03-15,SRM23,4,245,2023-06-08,Education Managers,85,0
2023-03-16,SRM23,5,250,2023-06-08,Education Managers,84,0
2023-03-17,SRM23,1,251,2023-06-08,Education Managers,83,0
2023-03-19,SRM23,1,252,2023-06-08,Education Managers,81,0
2023-03-20,SRM23,4,256,2023-06-08,Education Managers,80,0
2023-03-21,SRM23,3,259,2023-06-08,Education Managers,79,0
2023-03-24,SRM23,3,262,2023-06-08,Education Managers,76,0
2023-03-27,SRM23,2,264,2023-06-08,Education Managers,73,0
2023-03-28,SRM23,1,265,2023-06-08,Education Managers,72,0
2023-03-30,SRM23,2,267,2023-06-08,Education Managers,70,0
2023-03-31,SRM23,3,270,2023-06-08,Education Managers,69,0
2023-04-03,SRM23,3,273,2023-06-08,Education Managers,66,0
2023-04-04,SRM23,1,274,2023-06-08,Education Managers,65,0
2023-04-05,SRM23,1,275,2023-06-08,Education Managers,64,0
2023-04-12,SRM23,2,277,2023-06-08,Education Managers,57,0
2023-04-13,SRM23,2,279,2023-06-08,Education Managers,56,0
2023-04-15,SRM23,1,280,2023-06-08,Education Managers,54,0
2023-04-18,SRM23,1,281,2023-06-08,Education Managers,51,0
2023-04-20,SRM23,5,286,2023-06-08,Education Managers,49,0
2023-04-21,SRM23,5,291,2023-06-08,Education Managers,48,0
2023-04-22,SRM23,1,292,2023-06-08,Education Managers,47,0
2023-04-24,SRM23,6,298,2023-06-08,Education Managers,45,0
2023-04-25,SRM23,1,299,2023-06-08,Education Managers,44,0
2023-04-26,SRM23,4,303,2023-06-08,Education Managers,43,0
2023-05-02,SRM23,12,315,2023-06-08,Education Managers,37,0
2023-05-03,SRM23,4,319,2023-06-08,Education Managers,36,0
2023-05-04,SRM23,7,326,2023-06-08,Education Managers,35,0
2023-05-07,SRM23,1,327,2023-06-08,Education Managers,32,0
2023-05-09,SRM23,7,334,2023-06-08,Education Managers,30,0
2023-05-12,SRM23,11,345,2023-06-08,Education Managers,27,0
2023-05-15,SRM23,14,359,2023-06-08,Education Managers,24,0
2023-05-16,SRM23,10,369,2023-06-08,Education Managers,23,0
2023-05-17,SRM23,19,388,2023-06-08,Education Managers,22,0
2023-05-18,SRM23,25,413,2023-06-08,Education Managers,21,0
2023-05-19,SRM23,11,424,2023-06-08,Education Managers,20,0
2023-05-20,SRM23,2,426,2023-06-08,Education Managers,19,0
2023-05-21,SRM23,3,429,2023-06-08,Education Managers,18,0
2023-05-22,SRM23,18,447,2023-06-08,Education Managers,17,0
2023-05-23,SRM23,65,512,2023-06-08,Education Managers,16,1
2023-05-24,SRM23,69,581,2023-06-08,Education Managers,15,1
2023-05-25,SRM23,18,599,2023-06-08,Education Managers,14,0
2023-05-26,SRM23,8,607,2023-06-08,Education Managers,13,0
2023-05-27,SRM23,1,608,2023-06-08,Education Managers,12,0
2023-05-30,SRM23,13,621,2023-06-08,Education Managers,9,0
2023-05-31,SRM23,12,633,2023-06-08,Education Managers,8,0
2023-06-01,SRM23,9,642,2023-06-08,Education Managers,7,0
2023-06-02,SRM23,23,665,2023-06-08,Education Managers,6,0
2023-06-03,SRM23,2,667,2023-06-08,Education Managers,5,0
2023-06-04,SRM23,1,668,2023-06-08,Education Managers,4,0
2023-06-05,SRM23,14,682,2023-06-08,Education Managers,3,0
2023-06-06,SRM23,9,691,2023-06-08,Education Managers,2,0
2023-06-07,SRM23,6,697,2023-06-08,Education Managers,1,0
2023-06-08,SRM23,2,699,2023-06-08,Education Managers,0,0
2024-01-05,D24,2,2,2024-10-03,IT Managers,272,0
2024-01-16,D24,3,5,2024-10-03,IT Managers,261,0
2024-02-02,D24,3,8,2024-10-03,IT Managers,244,0
2024-02-12,D24,4,12,2024-10-03,IT Managers,234,0
2024-03-21,D24,1,13,2024-10-03,IT Managers,196,0
2024-04-15,GP24,7,7,2024-09-11,Property Managers,149,0
2024-04-17,GP24,2,9,2024-09-11,Property Managers,147,0
2024-04-18,GP24,7,16,2024-09-11,Property Managers,146,0
2024-04-20,GP24,1,17,2024-09-11,Property Managers,144,0
2024-04-24,GP24,2,19,2024-09-11,Property Managers,140,0
2024-04-25,GP24,36,55,2024-09-11,Property Managers,139,0
2024-04-25,NP24,3,3,2024-11-06,Property Managers,195,0
2024-04-26,GP24,24,79,2024-09-11,Property Managers,138,0
2024-04-29,GP24,6,85,2024-09-11,Property Managers,135,0
2024-04-30,GP24,4,89,2024-09-11,Property Managers,134,0
2024-05-01,NP24,1,4,2024-11-06,Property Managers,189,0
2024-05-03,GP24,4,93,2024-09-11,Property Managers,131,0
2024-05-07,GP24,3,96,2024-09-11,Property Managers,127,0
2024-05-08,GP24,4,100,2024-09-11,Property Managers,126,0
2024-05-08,NP24,18,22,2024-11-06,Property Managers,182,0
2024-05-09,GP24,1,101,2024-09-11,Property Managers,125,0
2024-05-09,NP24,7,29,2024-11-06,Property Managers,181,0
2024-05-10,GP24,3,104,2024-09-11,Property Managers,124,0
2024-05-10,NP24,4,33,2024-11-06,Property Managers,180,0
2024-05-13,NP24,4,37,2024-11-06,Property Managers,177,0
2024-05-14,GP24,1,105,2024-09-11,Property Managers,120,0
2024-05-14,NP24,2,39,2024-11-06,Property Managers,176,0
2024-05-15,NP24,3,42,2024-11-06,Property Managers,175,0
2024-05-16,GP24,1,106,2024-09-11,Property Managers,118,0
2024-05-20,GP24,5,111,2024-09-11,Property Managers,114,0
2024-05-20,NP24,1,43,2024-11-06,Property Managers,170,0
2024-06-03,GP24,2,113,2024-09-11,Property Managers,100,0
2024-06-04,GP24,1,114,2024-09-11,Property Managers,99,0
2024-06-05,NP24,1,44,2024-11-06,Property Managers,154,0
2024-06-11,GP24,1,115,2024-09-11,Property Managers,92,0
2024-06-12,NP24,1,45,2024-11-06,Property Managers,147,0
2024-06-14,GP24,2,117,2024-09-11,Property Managers,89,0
2024-06-25,GP24,1,118,2024-09-11,Property Managers,78,0
2024-06-25,NP24,1,46,2024-11-06,Property Managers,134,0
2024-06-26,D24,1,14,2024-10-03,IT Managers,99,0
2024-06-27,GP24,1,119,2024-09-11,Property Managers,76,0
2024-07-02,GP24,1,120,2024-09-11,Property Managers,71,0
2024-07-03,GP24,1,121,2024-09-11,Property Managers,70,0
2024-07-04,D24,9,23,2024-10-03,IT Managers,91,0
2024-07-04,GP24,16,137,2024-09-11,Property Managers,69,0
2024-07-05,D24,8,31,2024-10-03,IT Managers,90,0
2024-07-05,GP24,8,145,2024-09-11,Property Managers,68,0
2024-07-06,GP24,2,147,2024-09-11,Property Managers,67,0
2024-07-07,GP24,1,148,2024-09-11,Property Managers,66,0
2024-07-08,D24,3,34,2024-10-03,IT Managers,87,0
2024-07-08,GP24,4,152,2024-09-11,Property Managers,65,0
2024-07-09,GP24,6,158,2024-09-11,Property Managers,64,0
2024-07-10,D24,2,36,2024-10-03,IT Managers,85,0
2024-07-10,GP24,3,161,2024-09-11,Property Managers,63,0
2024-07-12,GP24,1,162,2024-09-11,Property Managers,61,0
2024-07-15,D24,2,38,2024-10-03,IT Managers,80,0
2024-07-15,GP24,3,165,2024-09-11,Property Managers,58,0
2024-07-16,GP24,2,167,2024-09-11,Property Managers,57,0
2024-07-17,D24,9,47,2024-10-03,IT Managers,78,0
2024-07-17,GP24,4,171,2024-09-11,Property Managers,56,0
2024-07-18,D24,4,51,2024-10-03,IT Managers,77,0
2024-07-18,NP24,5,51,2024-11-06,Property Managers,111,0
2024-07-19,D24,8,59,2024-10-03,IT Managers,76,0
2024-07-19,GP24,4,175,2024-09-11,Property Managers,54,0
2024-07-22,D24,10,69,2024-10-03,IT Managers,73,0
2024-07-22,GP24,2,177,2024-09-11,Property Managers,51,0
2024-07-23,D24,2,71,2024-10-03,IT Managers,72,0
2024-07-23,GP24,2,179,2024-09-11,Property Managers,50,0
2024-07-24,D24,4,75,2024-10-03,IT Managers,71,0
2024-07-24,GP24,4,183,2024-09-11,Property Managers,49,0
2024-07-25,D24,2,77,2024-10-03,IT Managers,70,0
2024-07-25,GP24,3,186,2024-09-11,Property Managers,48,0
2024-07-26,D24,1,78,2024-10-03,IT Managers,69,0
2024-07-26,GP24,1,187,2024-09-11,Property Managers,47,0
2024-07-29,D24,1,79,2024-10-03,IT Managers,66,0
2024-07-29,GP24,27,214,2024-09-11,Property Managers,44,0
2024-07-30,D24,2,81,2024-10-03,IT Managers,65,0
2024-07-30,NP24,1,52,2024-11-06,Property Managers,99,0
2024-07-31,D24,1,82,2024-10-03,IT Managers,64,0
2024-07-31,GP24,2,216,2024-09-11,Property Managers,42,0
2024-08-01,D24,2,84,2024-10-03,IT Managers,63,0
2024-08-02,GP24,2,218,2024-09-11,Property Managers,40,0
2024-08-02,NP24,1,53,2024-11-06,Property Managers,96,0
2024-08-04,D24,1,85,2024-10-03,IT Managers,60,0
2024-08-05,D24,1,86,2024-10-03,IT Managers,59,0
2024-08-05,GP24,3,221,2024-09-11,Property Managers,37,0
2024-08-06,GP24,4,225,2024-09-11,Property Managers,36,0
2024-08-07,D24,20,106,2024-10-03,IT Managers,57,0
2024-08-07,GP24,2,227,2024-09-11,Property Managers,35,0
2024-08-08,D24,2,108,2024-10-03,IT Managers,56,0
2024-08-08,GP24,1,228,2024-09-11,Property Managers,34,0
2024-08-09,D24,5,113,2024-10-03,IT Managers,55,0
2024-08-09,GP24,2,230,2024-09-11,Property Managers,33,0
2024-08-12,D24,1,114,2024-10-03,IT Managers,52,0
2024-08-12,GP24,1,231,2024-09-11,Property Managers,30,0
2024-08-13,D24,5,119,2024-10-03,IT Managers,51,0
2024-08-14,GP24,7,238,2024-09-11,Property Managers,28,0
2024-08-15,D24,9,128,2024-10-03,IT Managers,49,0
2024-08-15,GP24,2,240,2024-09-11,Property Managers,27,0
2024-08-16,D24,3,131,2024-10-03,IT Managers,48,0
2024-08-16,GP24,1,241,2024-09-11,Property Managers,26,0
2024-08-19,D24,6,137,2024-10-03,IT Managers,45,0
2024-08-19,NP24,1,54,2024-11-06,Property Managers,79,0
2024-08-20,D24,6,143,2024-10-03,IT Managers,44,0
2024-08-20,GP24,1,242,2024-09-11,Property Managers,22,0
2024-08-20,NP24,17,71,2024-11-06,Property Managers,78,0
2024-08-21,D24,10,153,2024-10-03,IT Managers,43,0
2024-08-21,NP24,9,80,2024-11-06,Property Managers,77,0
2024-08-22,D24,9,162,2024-10-03,IT Managers,42,0
2024-08-22,GP24,12,254,2024-09-11,Property Managers,20,0
2024-08-22,NP24,4,84,2024-11-06,Property Managers,76,0
2024-08-23,D24,2,164,2024-10-03,IT Managers,41,0
2024-08-23,GP24,3,257,2024-09-11,Property Managers,19,0
2024-08-23,NP24,2,86,2024-11-06,Property Managers,75,0
2024-08-27,D24,10,174,2024-10-03,IT Managers,37,0
2024-08-27,GP24,5,262,2024-09-11,Property Managers,15,0
2024-08-27,NP24,2,88,2024-11-06,Property Managers,71,0
2024-08-28,D24,3,177,2024-10-03,IT Managers,36,0
2024-08-28,GP24,6,268,2024-09-11,Property Managers,14,0
2024-08-28,NP24,1,89,2024-11-06,Property Managers,70,0
2024-08-29,D24,7,184,2024-10-03,IT Managers,35,0
2024-08-29,GP24,15,283,2024-09-11,Property Managers,13,0
2024-08-30,D24,1,185,2024-10-03,IT Managers,34,0
2024-08-30,GP24,7,290,2024-09-11,Property Managers,12,0
2024-08-30,NP24,2,91,2024-11-06,Property Managers,68,0
2024-09-02,D24,3,188,2024-10-03,IT Managers,31,0
2024-09-02,NP24,1,92,2024-11-06,Property Managers,65,0
2024-09-03,D24,4,192,2024-10-03,IT Managers,30,0
2024-09-03,GP24,7,297,2024-09-11,Property Managers,8,0
2024-09-03,NP24,1,93,2024-11-06,Property Managers,64,0
2024-09-04,D24,8,200,2024-10-03,IT Managers,29,0
2024-09-04,GP24,3,300,2024-09-11,Property Managers,7,0
2024-09-05,D24,3,203,2024-10-03,IT Managers,28,0
2024-09-05,GP24,8,308,2024-09-11,Property Managers,6,0
2024-09-09,D24,3,206,2024-10-03,IT Managers,24,0
2024-09-09,GP24,6,314,2024-09-11,Property Managers,2,0
2024-09-10,D24,10,216,2024-10-03,IT Managers,23,0
2024-09-10,GP24,1,315,2024-09-11,Property Managers,1,0
2024-09-10,NP24,4,97,2024-11-06,Property Managers,57,0
2024-09-11,D24,4,220,2024-10-03,IT Managers,22,0
2024-09-11,GP24,2,317,2024-09-11,Property Managers,0,0
2024-09-12,D24,3,223,2024-10-03,IT Managers,21,0
2024-09-13,D24,22,245,2024-10-03,IT Managers,20,0
2024-09-16,D24,4,249,2024-10-03,IT Managers,17,0
2024-09-17,D24,7,256,2024-10-03,IT Managers,16,0
2024-09-17,NP24,1,98,2024-11-06,Property Managers,50,0
2024-09-18,D24,3,259,2024-10-03,IT Managers,15,0
2024-09-19,D24,15,274,2024-10-03,IT Managers,14,0
2024-09-19,NP24,8,106,2024-11-06,Property Managers,48,0
2024-09-20,D24,6,280,2024-10-03,IT Managers,13,0
2024-09-22,D24,1,281,2024-10-03,IT Managers,11,0
2024-09-23,D24,10,291,2024-10-03,IT Managers,10,0
2024-09-23,NP24,3,109,2024-11-06,Property Managers,44,0
2024-09-24,D24,7,298,2024-10-03,IT Managers,9,0
2024-09-25,D24,15,313,2024-10-03,IT Managers,8,0
2024-09-25,NP24,1,110,2024-11-06,Property Managers,42,0
2024-09-26,D24,13,326,2024-10-03,IT Managers,7,0
2024-09-26,NP24,11,121,2024-11-06,Property Managers,41,0
2024-09-27,D24,16,342,2024-10-03,IT Managers,6,0
2024-09-27,NP24,7,128,2024-11-06,Property Managers,40,0
2024-09-28,D24,1,343,2024-10-03,IT Managers,5,0
2024-09-28,NP24,2,130,2024-11-06,Property Managers,39,0
2024-09-30,D24,20,363,2024-10-03,IT Managers,3,0
2024-09-30,NP24,4,134,2024-11-06,Property Managers,37,0
2024-10-01,D24,17,380,2024-10-03,IT Managers,2,0
2024-10-01,NP24,18,152,2024-11-06,Property Managers,36,0
2024-10-02,D24,11,391,2024-10-03,IT Managers,1,0
2024-10-02,NP24,9,161,2024-11-06,Property Managers,35,0
2024-10-03,NP24,7,168,2024-11-06,Property Managers,34,0
2024-10-04,NP24,6,174,2024-11-06,Property Managers,33,0
2024-10-07,NP24,4,178,2024-11-06,Property Managers,30,0
2024-10-08,NP24,14,192,2024-11-06,Property Managers,29,0
2024-10-09,NP24,8,200,2024-11-06,Property Managers,28,0
2024-10-10,NP24,9,209,2024-11-06,Property Managers,27,0
2024-10-11,NP24,5,214,2024-11-06,Property Managers,26,0
2024-10-14,NP24,5,219,2024-11-06,Property Managers,23,0
2024-10-15,NP24,3,222,2024-11-06,Property Managers,22,0
2024-10-16,NP24,11,233,2024-11-06,Property Managers,21,0
2024-10-17,NP24,7,240,2024-11-06,Property Managers,20,0
2024-10-18,NP24,3,243,2024-11-06,Property Managers,19,0
2024-10-20,NP24,1,244,2024-11-06,Property Managers,17,0
2024-10-21,NP24,2,246,2024-11-06,Property Managers,16,0
2024-10-22,NP24,1,247,2024-11-06,Property Managers,15,0
2024-10-23,NP24,6,253,2024-11-06,Property Managers,14,0
2024-10-24,NP24,6,259,2024-11-06,Property Managers,13,0
2024-10-25,NP24,7,266,2024-11-06,Property Managers,12,0
2024-10-26,NP24,1,267,2024-11-06,Property Managers,11,0
2024-10-28,NP24,7,274,2024-11-06,Property Managers,9,0
2024-10-29,NP24,4,278,2024-11-06,Property Managers,8,0
2024-10-30,NP24,9,287,2024-11-06,Property Managers,7,0
2024-10-31,NP24,5,292,2024-11-06,Property Managers,6,0
2024-11-01,NP24,6,298,2024-11-06,Property Managers,5,0
2024-11-04,NP24,3,301,2024-11-06,Property Managers,2,0
2024-11-05,NP24,8,309,2024-11-06,Property Managers,1,0
2024-11-06,NP24,2,311,2024-11-06,Property Managers,0,0
